Muni Code,Entity Name,County,Class Description,Fiscal Year End Date,Months in Fiscal Period,Enrollment,Full Value,Debt Outstanding,Real Property Taxes,Special Assessments,Star Payments,Payments in Lieu of Taxes,Gain from Sale of Tax Acquired Property,Interest & Penalties,Miscellaneous Tax Items,Sales Tax,Sales Tax Distribution,Utilities Gross Receipts Tax,Miscellaneous Use Taxes,Franchises,Emergency Telephone System Surcharge,City Income Tax,Miscellaneous Non-Property Taxes,General Government Fees,Education Fees,Public Safety Fees,Health Fees,Transportation Fees,Social Service Fees,Economic Development Fees,Culture and Recreation Fees,Community Services Fees,Utility Fees,Sanitation Fees,Miscellaneous Fees,General Government Charges,Education Charges,Public Safety Charges,Health Charges,Transportation Charges,Social Services Charges,Culture and Recreation Charges,Community Services Charges,Utility Charges,Sanitation Charges,Debt Service Charges,Miscellaneous Intergovernmental Charges,Interest and Earnings,Rental of Property,Sale of Property,Fines,Forfeitures,Compensation for Loss,Library Grants from Local Governments,Miscellaneous Grants from Local Governments,Gifts,Employee Contributions,Miscellaneous Revenues,,State Aid - General Government,State Aid - Education,State Aid - Health,State Aid - Public Safety,State Aid - Transportation,State Aid - Social Services,State Aid - Economic Development,State Aid - Culture and Recreation,State Aid - Community Services,State Aid - Utilities,State Aid - Sanitation,Unrestricted State Aid,Miscellaneous State Aid,Mortgage Tax,Federal Aid - General Government,Federal Aid - Education,Federal Aid - Public Safety,Federal Aid - Health,Federal Aid - Transportation,Federal Aid - Social Services,Federal Aid - Economic Development,Federal Aid - Culture and Recreation,Federal Aid - Community Services,Federal Aid - Utilities,Federal Aid - Sanitation,Miscellaneous Federal Aid,,Sale of Obligations,BANS Redeemed from Appropriations,Miscellaneous Debt Proceeds,Transfers,Miscellaneous Other Sources,,Operations,Administration,County Distribution of Sales Tax,Miscellaneous General Government,Zoning and Planning,Judgements,Instruction,Instructional Support,Pupil Services,Education - Transportation,Student Activities,Community College,Miscellaneous Education,Public Safety Administration,Police,Fire Protection,Emergency Response,Correctional Services,Disaster Response,Homeland Security and Civil Defense,Miscellaneous Public Safety,Public Health Administration,Public Health Services,Mental Health Services,Environmental Services,Public Health Facilities,Miscellaneous Public Health,Highways,Highway Services to Other Govts,Bus Service,Airports,Rail Service,Waterways,Transportation Facilities,Transportation Ancillary,Miscellaneous Transportation,Public Facilities,Miscellaneous Social Services,Social Service Administration,Financial Assistance,Medicaid,Non-Medicaid Medical Assistance,Housing Assistance,Employment Services,Youth Services,Economic Development Administration,Development Infrastructure,Promotion,Economic Development Grants,Miscellaneous Economic Development,Recreation Services,Adult Recreation,Youth Recreation,Library,Miscellaneous Cultural and Recreation,Cultural Services,Constituent Services,Elder Services,Natural Resources,Student Census,Miscellaneous Community Services,Water,Electricity,Natural Gas,Steam,Sewer,Storm Sewer,Refuse and Garbage,Landfill Closures,Drainage,Miscellaneous Sanitation,Retirement - State/Local,Retirement - Police & Fire,Retirement - Teacher,LOSAP / Miscellaneous,Social Security,Medical Insurance,Disability Insurance,Life Insurance,Worker's Compensation,Unemployment Insurance,Union Benefits Program,Unclassified Employee Benefits,Debt Principal,Interest on Debt,,Transfers
430617800100,Cobleskill-Richmondville Central School District,Schoharie,Independent Superintendent,06/30/2018,12,1689,797678362,16264172,13313178,0,2165335,696660,0,50471,0,0,0,0,0,0,0,0,0,0,1895383,0,0,0,0,0,0,0,0,0,130357,0,0,0,0,0,0,0,0,0,0,0,0,60595,0,232712,0,0,414,0,0,900,0,295796,18841801,0,22104025,0,0,0,0,0,0,0,0,0,0,0,0,0,981454,0,0,0,574997,0,0,0,0,0,0,42502277,0,502299,0,3744330,0,46748906,2720820,684782,0,33616,0,0,15963113,1529532,1501835,2427993,435985,0,14625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562560,0,1286608,0,1310411,8317731,0,0,123053,7230,0,116540,3442299,785219,41336036,3744330
010509000000,Cohoes City School District,Albany,City Public School,06/30/2018,12,1894,847582588,27355002,13205208,0,1744285,1384672,0,63767,0,0,0,515378,0,0,0,0,0,0,83575,0,0,0,0,0,0,0,0,0,2748,0,0,0,0,0,0,0,0,0,0,0,0,1123516,9727,151588,0,0,25361,0,0,16562,0,340981,18667368,0,23492868,0,0,0,0,0,0,0,0,0,0,0,0,0,1435413,0,0,0,1383987,0,0,0,0,0,0,44979636,7410000,0,0,210364,0,52600000,2766247,1325330,0,55825,0,0,20508376,2118232,1473720,1518521,300011,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501254,0,1425053,0,1408807,6830186,7523,0,251952,9395,0,14190,3365000,654020,44535642,210364
470641100200,Cold Spring Harbor Central School District,Suffolk,Independent Superintendent,06/30/2018,12,1748,3335831309,13848764,60084353,0,1266628,64478,0,469,0,0,0,0,0,0,0,0,0,0,360455,0,0,0,0,0,0,0,0,0,8102,0,0,0,0,0,0,0,0,0,0,0,0,80059,12589,754519,0,0,17808,0,0,287562,0,201425,63138447,0,4865660,0,0,0,0,0,0,0,0,0,0,0,0,0,368924,0,0,0,57111,0,0,0,0,0,0,68430142,0,0,0,2214396,0,70644538,7731659,1636002,0,0,0,0,28780290,2557044,2269661,4185861,2332088,0,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,866247,0,2685171,0,2402896,7387474,27317,35526,213453,9437,0,203599,2648855,740135,66717079,2214396
400718800100,Colton-Pierrepont Central School District,St. Lawrence,Central,06/30/2018,12,320,453085082,3975000,6887223,0,477777,600,0,44095,0,0,0,0,0,0,0,0,0,0,5770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,0,69278,0,0,0,0,0,0,0,147835,7633427,0,3018403,0,0,0,0,0,0,0,0,0,0,0,0,0,201199,0,0,0,77985,0,0,0,0,0,0,10931014,0,0,0,140759,0,11071773,2494620,439619,0,442,0,0,4106807,488175,185850,571866,192556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121414,0,309415,0,309294,1809522,0,0,45871,0,0,73248,845000,98794,12092493,140759
470641101000,Commack Union Free School District,Suffolk,Independent Superintendent,06/30/2018,12,6144,5951036114,57986152,121143911,0,13924087,1069175,0,0,0,0,0,0,0,0,0,0,0,0,1253213,0,0,0,0,0,0,0,0,0,0,0,0,0,490519,0,0,0,0,0,0,0,0,492706,1676748,1045982,0,0,67048,0,0,39263,0,1153533,142356185,0,41382134,0,0,0,0,0,0,0,0,0,0,0,0,0,1416045,0,0,0,555079,0,0,0,0,0,0,185709443,0,0,0,10539195,0,196248638,16606926,3244374,0,16831,0,0,95703340,3614150,6886778,13202091,2070532,0,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265479,0,7975828,0,7150302,18290951,88291,245751,785231,28463,0,120698,7179535,2397707,187875318,10539195
470642100700,Connetquot Central School District,Suffolk,Independent Superintendent,06/30/2018,12,5770,5656243721,47565517,109162193,0,13071098,3108613,0,0,0,0,0,0,0,0,0,0,0,0,217529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831115,488962,1295909,0,0,369150,0,0,7381,0,2235623,130787573,0,60169954,0,0,0,0,0,0,0,0,0,0,0,0,0,2149255,0,0,0,734125,0,0,0,0,0,0,193840907,4000000,12485600,0,3046686,0,213373193,22672993,3502510,0,52372,0,0,91947793,7182537,6579842,9010035,1944102,0,7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950398,0,6966562,0,7312420,22981754,34027,56226,1544323,15196,0,1007449,19411517,3075208,208254714,3046686
360762700100,Cooperstown Central School District,Otsego,Central,06/30/2018,12,856,1033523639,10085001,11048746,0,640727,54377,0,37936,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,62132,0,0,0,0,0,0,0,0,0,0,0,2267,86603,10524,247025,0,0,3860,0,0,66529,0,327838,12589189,0,6033334,0,0,0,0,0,0,0,0,0,0,0,0,0,490518,0,0,0,176626,0,0,0,0,0,0,19289667,0,300000,0,596874,0,20186541,2921466,617649,0,34059,0,0,7915731,842845,712944,779239,484018,0,61251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332305,0,595748,0,650058,3454595,0,1309,62560,15,0,9622,1015000,330438,20820852,596874
230722800100,Copenhagen Central School District,Lewis,Central,06/30/2018,12,450,191581237,8725000,1476375,0,242736,213278,0,2616,0,0,0,0,0,0,0,0,0,0,2809,0,0,0,0,0,0,0,0,0,1073,0,0,0,0,6652,0,0,0,0,0,0,0,27105,0,107508,0,0,5475,0,0,170752,0,155896,2412275,0,8108222,0,0,0,0,0,0,0,0,0,0,0,0,0,540721,0,0,0,167856,0,0,0,0,0,0,11229074,0,0,0,183791,0,11412865,774818,385351,0,0,0,0,4481706,350716,301553,751718,160655,0,99583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160723,0,299602,0,316273,1317488,0,0,39090,760,0,64950,1055000,348001,10907987,183791
470604600500,Copiague Union Free School District,Suffolk,Independent Superintendent,06/30/2018,12,4959,2712856339,47908526,52763432,0,7790899,908600,0,0,0,0,0,0,0,0,0,0,0,0,253911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277971,13780,547669,0,0,14720,0,0,3795,0,720467,63295244,0,58329806,0,0,0,0,0,0,0,0,0,0,0,0,0,2875709,0,0,0,2282876,0,0,0,0,0,0,126783635,0,0,0,498932,0,127282567,34553505,2056530,0,0,0,895,72907638,4681145,4322239,11504830,1436320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022068,0,4606474,0,4132968,10588553,67458,53707,368238,13868,0,1044733,1535000,1038921,155935090,498932
410720000100,Corinth Central School District,Saratoga,Central,06/30/2018,12,1166,778860081,10980080,7878663,0,1074204,18981,0,11555,0,0,0,0,0,0,0,0,0,0,17336,0,0,0,0,0,0,0,0,0,9172,0,0,0,47345,0,0,0,0,0,0,0,0,6642,3729,162023,0,0,0,0,0,5908,0,265116,9500674,0,12441356,0,0,0,0,0,0,0,0,0,0,0,0,0,662355,0,0,0,403286,0,0,0,0,0,0,23007671,0,0,0,106486,0,23114157,3333124,532722,0,0,0,12992,10453294,905733,552927,1166759,386523,0,6550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285442,0,855191,0,742567,2898069,4259,0,106839,21599,0,72575,1087384,225057,23654599,106487
460510000000,Corning City School District,Steuben,City Public School,06/30/2018,12,4692,2156292974,103140000,44258854,0,7533152,3597997,0,138558,0,0,0,0,0,0,0,0,0,0,765252,0,0,0,0,0,0,0,0,0,83030,0,0,0,38105,5601,0,0,0,0,0,0,0,2068438,75600,892701,0,0,12914,0,0,83909,0,1999466,61553577,0,48335952,0,0,0,0,0,0,0,0,0,0,0,0,0,2305342,0,0,0,1633994,0,0,0,0,0,0,113828865,9155000,3280000,0,8826845,0,135090710,24968022,2566466,0,19120,0,156964,48337831,2821824,2300869,6521920,1044449,0,16275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63936,0,0,41944,0,0,0,0,0,0,0,0,0,0,0,1157216,0,3437320,0,3349734,17345384,0,69757,862740,19988,0,1127805,7795000,3682983,127707547,8826845
330620200100,Cornwall Central School District,Orange,Independent Superintendent,06/30/2018,12,3150,1863072824,34220799,42784234,0,4153872,0,0,104347,0,0,0,0,0,0,0,0,0,0,366235,0,0,0,0,0,0,0,0,0,23508,0,0,0,0,0,0,0,0,0,0,0,0,213038,92514,814371,0,0,122,0,0,14924,0,627326,49194491,0,20140875,0,0,0,0,0,0,0,0,0,0,0,0,0,750856,61977,0,0,389656,0,0,0,0,0,0,70537855,0,0,0,533790,0,71071645,5364665,979936,0,135433,0,0,34274394,2506902,2426820,3721797,935289,0,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730354,0,2809810,0,2566930,7979788,0,0,333708,12541,0,223705,2362186,1268065,68675926,533790
110511000000,Cortland City School District,Cortland,City Public School,06/30/2018,12,2351,945613003,26680000,14404409,0,2591866,156126,0,81271,0,0,0,0,0,0,0,0,0,0,70499,0,0,0,0,0,0,0,0,0,27990,0,0,0,27514,3768,0,0,0,0,0,0,0,172108,69239,300801,0,0,59190,0,0,20803,0,1688856,19674440,0,29156392,0,0,0,0,0,0,0,0,0,0,0,0,0,2010416,3305,0,0,1324887,0,0,0,0,0,0,52169440,5240000,694470,0,843905,0,58947815,5055305,934351,0,5993,0,0,24300527,3208288,1379112,1888230,810636,0,21218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641226,0,1701885,0,1647310,7343087,0,0,237594,7400,0,690177,3040470,1276983,54257655,843905
190720800100,Coxsackie-Athens Central School District,Greene,Central,06/30/2018,12,1327,957995522,18346000,15559027,0,1428508,1160124,0,17748,0,0,0,0,0,0,0,0,0,0,70138,0,0,0,0,0,0,0,0,0,2119,0,0,0,0,0,0,0,0,0,0,0,0,44922,15000,259845,0,0,0,0,0,10749,0,822656,19390836,0,10759276,0,0,0,0,0,0,0,0,0,0,0,0,0,687320,0,0,0,416834,0,0,0,0,0,0,31254266,0,0,0,34608,0,31288874,11819382,755974,0,0,0,0,13954060,2500424,1127558,1849858,280682,0,9920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334667,0,1128305,0,1037052,3849441,0,0,144264,11885,0,0,1675000,378978,40857450,34608
550620300200,Croton-Harmon Union Free School District,Westchester,Independent Superintendent,06/30/2018,12,1608,1933432653,17910077,34035985,0,4587150,0,0,0,0,0,526123,0,0,0,0,0,0,0,81221,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,189154,67935,119268,0,0,76931,0,0,56501,0,733338,40474006,0,6083094,0,0,0,0,0,0,0,0,0,0,0,0,0,443164,0,0,0,11962,0,0,0,0,0,0,47012226,0,303108,0,169948,0,47485282,4628972,1537631,0,0,0,229496,21284285,1824544,1403793,2704767,960192,0,55200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799607,0,1741556,0,1801722,3161533,1295,9111,206581,28322,224965,38800,3236616,407508,46286496,169948
150721100300,Crown Point Central School District,Essex,Central,06/30/2018,12,264,157838498,1209999,1392144,0,201918,0,0,6974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,49205,0,0,0,0,0,1302,0,124752,1779930,0,4817234,0,0,0,0,0,0,0,0,0,0,0,0,0,149956,0,0,0,134941,0,0,0,0,0,0,6882061,0,0,0,500000,0,7382061,788831,280560,0,7254,0,0,3155173,223349,193666,368626,122851,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66712,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,74133,0,222662,0,220723,1258601,0,0,18694,2748,0,3700,270000,40494,7320088,500000
020721200100,Cuba-Rushford Central School District,Allegany,Central,06/30/2018,12,823,425730725,8460000,4950561,0,949134,28379,0,13860,0,0,0,0,0,0,0,0,0,0,18960,0,0,0,0,0,0,0,0,0,4959,0,0,0,0,2368,0,0,0,0,0,0,10962,21450,236700,54880,0,0,16101,0,0,11001,0,423059,6742374,0,12893965,0,0,0,0,0,0,0,0,0,0,0,0,0,582336,0,0,0,610615,0,0,0,0,0,0,20829290,0,0,0,268380,0,21097670,2316684,888753,0,2,0,0,9056382,1824728,502819,972775,349516,0,8150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255475,0,600372,0,614573,2227403,8539,600,53936,2089,0,31948,1151733,167882,21034359,268380
240760400100,Dalton-Nunda Central School District,Livingston,Central,06/30/2018,12,635,237725201,7620000,3779741,0,1040760,2997,0,16203,0,0,0,0,0,0,0,0,0,0,40474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39447,293,105431,0,0,1976,0,0,13171,0,206926,5247419,0,15083555,0,0,0,0,0,0,0,0,0,0,0,0,0,390789,0,0,0,220368,0,0,0,0,0,0,20942131,0,0,0,227430,0,21169561,2218884,571250,0,0,0,0,7335230,563723,392177,826176,237057,0,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232864,0,523115,0,532758,1855241,0,0,56124,0,0,219784,2120000,334138,18022411,227430
240659200100,Dansville Central School District,Livingston,Independent Superintendent,06/30/2018,12,1397,481938840,4480000,6510285,0,1686653,73864,0,23431,0,0,0,0,0,0,0,0,0,0,54822,0,0,0,0,0,0,0,0,0,7277,0,0,0,0,0,0,0,0,0,0,0,750,4491,196282,174160,0,0,0,0,0,6200,0,461653,9199868,0,23993745,0,0,0,0,0,0,0,0,0,0,0,0,0,1112747,0,0,0,616081,0,0,0,0,0,0,34922441,324000,0,0,1120875,0,36367316,3375437,681212,0,0,0,0,15261710,1163783,810327,2304009,486022,0,9486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436949,0,1000750,0,1022125,4470665,0,0,111889,2608,0,446644,3894000,234793,35712409,409317
470604600700,Deer Park Union Free School District,Suffolk,Independent Superintendent,06/30/2018,12,3963,3016684464,19486045,60360525,0,8914267,5100251,0,0,0,0,0,0,0,0,0,0,0,0,437374,0,0,0,0,0,0,0,0,0,59979,0,0,0,114137,0,0,0,0,0,0,0,2558171,252060,110564,571245,0,200,18975,0,0,2466,0,503954,79004168,0,29101016,0,0,0,0,0,0,0,0,0,0,0,0,0,1500209,0,0,0,823719,0,0,0,0,0,0,110429112,0,0,0,764420,0,111193532,15591267,2001508,0,12827,0,0,55321270,3558010,6009570,5155286,1314495,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433074,0,4902595,0,4521416,15624170,61897,24968,895999,36341,0,300000,948198,675735,118422153,764420
120722700100,Delaware Academy Central School District At Delhi,Delaware,Central,06/30/2018,12,748,650228511,10040000,8290584,0,940250,83760,0,32929,0,0,0,0,0,0,0,0,0,0,71928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445,0,0,0,0,0,31244,9008,223275,0,0,6373,0,0,5200,0,1394925,11092921,0,9155391,0,0,0,0,0,38534,0,0,0,0,0,0,0,446569,0,0,0,219356,0,0,0,0,0,0,20952771,0,0,0,623752,0,21576523,1764540,699696,0,0,0,0,7637266,1135804,536761,1102225,330289,0,719449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327267,0,554228,0,590204,2803019,0,0,56824,0,0,9565,1675000,456495,20398632,100000
140615200700,Depew Union Free School District,Erie,Independent Superintendent,06/30/2018,12,1799,826921973,23444665,13976286,0,3602761,251805,0,1692,0,0,2132107,0,0,0,0,0,0,0,7331,0,0,0,0,0,0,0,0,0,10963,0,0,0,0,0,0,0,0,0,0,0,0,97946,41237,250324,0,0,4669,0,0,14611,0,352918,20744650,0,20671656,0,0,0,0,0,0,0,0,0,0,0,0,0,1300339,0,0,0,780286,0,0,0,0,0,0,43496931,0,0,0,1652358,0,45149289,4210426,808063,0,0,0,0,19929130,1422891,1391207,2153264,582277,0,93921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658043,0,1344450,0,1430847,4660082,8919,2000,287640,7954,0,529001,3145050,886238,43551403,1646028
030774300100,Deposit Central School District,Broome,Central,06/30/2018,12,492,602038255,7909446,7284817,0,454033,167786,0,18285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,35857,32268,62020,0,0,0,0,0,3895,0,605173,8664507,0,7026103,0,0,0,0,0,0,0,0,0,0,0,0,0,359313,2825,0,0,369036,0,0,0,0,0,0,16421784,0,129563,0,204405,0,16755752,1262879,528979,0,11649,0,0,6409000,1251585,411532,861583,338867,0,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185716,0,433201,0,448785,3375076,0,0,82959,0,0,25371,744606,369124,16745312,204405
250723200100,Deruyter Central School District,Madison,Central,06/30/2018,12,343,193823583,4228826,3230715,0,443807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11160,0,0,0,0,0,0,0,0,0,54664,0,0,0,0,0,244,0,139033,3879623,0,5992228,0,0,0,0,0,0,0,0,0,0,0,0,0,302409,0,0,0,138160,0,0,0,0,0,0,10312420,0,138689,0,737204,0,11188313,1405097,464894,0,0,0,0,4682050,527959,171941,674104,150641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,0,0,0,0,38552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151362,0,351999,0,358208,1235877,0,1952,50208,2953,0,0,542881,126331,10954509,737204
550634200300,Dobbs Ferry Union Free School District,Westchester,Independent Superintendent,06/30/2018,12,1471,1613571870,18040328,33371467,0,3531347,67605,0,0,0,0,535911,0,0,0,0,0,0,0,651489,0,0,0,0,0,0,0,0,0,191444,0,0,0,534367,0,0,0,0,0,0,0,0,133328,36545,606549,0,0,10973,0,0,71440,0,60284,39802749,0,4589477,0,0,0,0,0,0,0,0,0,0,0,0,0,506688,0,0,0,181353,0,0,0,0,0,0,45080267,14269145,0,0,25626,0,59375038,9274482,1191070,0,0,0,294193,22408275,1874781,1676842,1205088,725013,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382366,0,2055785,0,1776596,4677419,0,0,191620,2555,327551,71377,2082297,297929,50590052,25626
210750500200,Dolgeville Central School District,Herkimer,Central,06/30/2018,12,846,332564165,11530000,4038155,0,718385,7447,0,11604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44843,0,0,0,0,0,0,0,0,0,0,0,0,373137,12094,115886,0,0,13664,0,0,6644,0,388639,5730498,0,12766550,0,0,0,0,0,0,0,0,0,0,0,0,0,568220,0,0,0,342328,0,0,0,0,0,0,19407596,3135000,0,0,0,0,22542596,1445014,632195,0,0,0,699,8440585,1134122,508377,1217603,397191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473,0,0,0,0,0,0,0,0,0,0,0,171266,0,710067,0,633164,3022742,0,3132,59843,1307,0,112633,1217712,324633,20034758,0
130923800200,Dover Union Free School District,Dutchess,Union Free,06/30/2018,12,1341,818299453,2802689,16100237,0,2004616,552559,0,30372,0,0,0,0,0,0,0,0,0,0,24406,0,0,0,0,0,0,0,0,0,127401,0,0,0,0,0,0,0,0,0,0,0,4287,160016,512,105791,0,0,0,0,0,6178,0,223524,19339899,0,12741734,0,0,0,0,0,0,0,0,0,0,0,0,0,637363,0,0,0,654453,0,0,0,0,0,0,33373449,0,0,0,200530,0,33573979,3007048,830042,0,0,0,0,15984011,1438974,1382764,2102810,309022,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380582,0,1166948,0,1134057,4014164,0,0,226461,7143,201600,6452,330229,87700,32615149,200530
