CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,FISCAL_YEAR_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,FINANCIAL_STATEMENT,FINANCIAL_STATEMENT_SEGMENT,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
1997,070213000000,City of Elmira,City,Chemung,12/31,CM89892,"Other Home & Comm-Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,MISCELLANEOUS COMMUNITY SERVICES,Equipment and Capital Outlay,113845,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CM89894,"Other Home And Community Service-Contr Exp",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,MISCELLANEOUS COMMUNITY SERVICES,Contractual,279872,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CM90108,"State Retirement Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,RETIREMENT - STATE/LOCAL,Employee Benefits,3921,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CM90308,"Social Security Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,SOCIAL SECURITY,Employee Benefits,12547,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CM90408,"Worker's Compensation, Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,WORKER'S COMPENSATION,Employee Benefits,5382,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CM90608,"Hospital & Medical (dental) Ins, Empl Bnft",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,MEDICAL INSURANCE,Employee Benefits,29786,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CM911,"Unreserved Fund Balance Unappropriated",BALANCE SHEET,EQUITY - UNRESERVED,,,,176560,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CM99019,"Transfers, Other Funds",STATEMENT OF EXPENDITURES AND OTHER USES,OTHER USES,OTHER USES,TRANSFERS,Interfund Transfer,258748,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP1721,"Parking Lots And Garages-No Tax",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,TRANSPORTATION FEES,,264255,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP201,"Cash In Time Deposits",BALANCE SHEET,CURRENT ASSETS,,,,173973,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP231,"Cash In Time Deposits Special Reserves",BALANCE SHEET,CURRENT ASSETS,,,,27291,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP2401,"Interest And Earnings",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,10163,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP380,"Accounts Receivable",BALANCE SHEET,CURRENT ASSETS,,,,34950,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP391,"Due From Other Funds",BALANCE SHEET,CURRENT ASSETS,,,,161243,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP5031,"Interfund Transfers",STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,OTHER SOURCES,TRANSFERS,,8748,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP56504,"Off-Street Parking, Cont Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,TRANSPORTATION ANCILLARY,Contractual,290254,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP600,"Accounts Payable",BALANCE SHEET,LIABILITIES,,,,168042,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP615,"Customers' Deposits",BALANCE SHEET,LIABILITIES,,,,3085,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP630,"Due To Other Funds",BALANCE SHEET,LIABILITIES,,,,123000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP691,"Deferred Inflow of Resources",BALANCE SHEET,DEFERRED INFLOWS,,,,20300,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP8021,"Fund Balance - Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,183118,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP8022,"Restated Fund Balance - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,183118,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP8029,"Fund Balance - End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,83030,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP821,"Reserve For Encumbrances",BALANCE SHEET,EQUITY - RESERVED,,,,5643,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP882,"Reserve For Repairs",BALANCE SHEET,EQUITY - RESERVED,,,,27291,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP911,"Unreserved Fund Balance Unappropriated",BALANCE SHEET,EQUITY - UNRESERVED,,,,50096,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CP99019,"Transfers, Other Funds",STATEMENT OF EXPENDITURES AND OTHER USES,OTHER USES,OTHER USES,TRANSFERS,Interfund Transfer,93000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CS17104,"Administration - Contractual Exp",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,5272,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CS19304,"Judgements And Claims - Contractual Exp",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,JUDGEMENTS,Contractual,25000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CS231,"Cash In Time Deposits Special Reserves",BALANCE SHEET,CURRENT ASSETS,,,,675633,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CS2401,"Interest & Earnings",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,35325,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CS381,"Accrued Interest Receivable",BALANCE SHEET,,,,,8042,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CS600,"Accounts Payable",BALANCE SHEET,LIABILITIES,,,,3130,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CS630,"Due To Other Funds",BALANCE SHEET,LIABILITIES,,,,17345,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CS8021,"Fund Equity - Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,658147,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CS8022,"Restated Fund Equity - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,658147,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CS8029,"Fund Equity - End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,663200,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,CS863,"Insurance Reserve",BALANCE SHEET,EQUITY - RESERVED,,,,663200,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW102,"Buildings",BALANCE SHEET,FIXED ASSETS,,,,44406219,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW105,"Construction Work In Progress",BALANCE SHEET,FIXED ASSETS,,,,678320,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW112,"Accum Deprec, Buildings",BALANCE SHEET,FIXED ASSETS,,,,-7322361,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW19504,"Taxes & Assess On Munic Prop, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,284029,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW19944,"Depreciation",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,MISCELLANEOUS GENERAL GOVERNMENT,Contractual,884400,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW200,"Cash",BALANCE SHEET,CURRENT ASSETS,,,,30150,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW210,"Petty Cash",BALANCE SHEET,CURRENT ASSETS,,,,2000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW2140,"Metered Water Sales",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,UTILITY FEES,,5899801,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW2144,"Water Service Charges",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,UTILITY FEES,,147070,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW230,"Cash Special Reserves",BALANCE SHEET,CURRENT ASSETS,,,,3569088,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW2401,"Interest And Earnings",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,184576,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW380,"Accounts Receivable",BALANCE SHEET,CURRENT ASSETS,,,,561983,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW381,"Accrued Interest Receivable",BALANCE SHEET,CURRENT ASSETS,,,,14525,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW445,"Inventory Of Materials And Supplies",BALANCE SHEET,CURRENT ASSETS,,,,214299,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW480,"Prepaid Expenses",BALANCE SHEET,CURRENT ASSETS,,,,74557,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW600,"Accounts Payable",BALANCE SHEET,LIABILITIES,,,,128899,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW601,"Accrued Liabilities",BALANCE SHEET,LIABILITIES,,,,479220,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW615,"Customers' Deposits",BALANCE SHEET,LIABILITIES,,,,14600,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW626,"Bond Anticipation Notes Payable",BALANCE SHEET,LIABILITIES,,,,6300000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW628,"Bonds Payable",BALANCE SHEET,LIABILITIES,,,,16225000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW637,"Due To Employees' Retirement System",BALANCE SHEET,LIABILITIES,,,,309525,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW651,"Accrued Interest Payable",BALANCE SHEET,LIABILITIES,,,,388842,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW802,"Contributions From Oth Sources",BALANCE SHEET,EQUITY - CONTRIBUTIONS,,,,3651992,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW8021,"Net Position - Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,18436930,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW8022,"Restated Net Position - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,18436930,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW8029,"Net Position - End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,18382694,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW83401,"Transportation And Distribution-Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,UTILITIES,WATER,Personal Services,2090399,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW83404,"Transportation And Distribution-Contr Expe",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,UTILITIES,WATER,Contractual,1209889,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW83408,"Transportation And Distribution-Empl Bnfts",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,747501,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW878,"Capital Reserve",BALANCE SHEET,EQUITY - RESERVED,,,,588671,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW889,"Miscellaneous Reserve (specify)",BALANCE SHEET,EQUITY - RESERVED,,,,14142031,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW97107,"Debt Interest, Serial Bonds",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,DEBT SERVICE,INTEREST ON DEBT,Debt Interest,814340,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,EW97307,"Debt Interest, Bond Anticipation Notes",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,DEBT SERVICE,INTEREST ON DEBT,Debt Interest,255125,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H19972,"General Govt, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Equipment and Capital Outlay,612402,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H201,"Cash In Time Deposits",BALANCE SHEET,CURRENT ASSETS,,,,1216734,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H231,"Cash In Time Deposits Special Reserves",BALANCE SHEET,CURRENT ASSETS,,,,8812,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H2397,"Capital Projects-Other Local Govts",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,MISCELLANEOUS INTERGOVERNMENTAL CHARGES,,638908,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H2401,"Interest And Earnings",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,126074,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H2690,"Other Compensation For Loss",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,COMPENSATION FOR LOSS,,200000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H2701,"Refunds of Prior Year's Expenditures",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,85008,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H2705,"Gifts And Donations",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,GIFTS,,20000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H2710,"Premium & Accrued Interest On Obligations",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,2380,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H2770,"Unclassified (specify)",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,18321,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H31202,"Police, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,POLICE,Equipment and Capital Outlay,276909,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H33972,"Traffic Control-Park, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,POLICE,Equipment and Capital Outlay,2500,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H34102,"Fire, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,FIRE PROTECTION,Equipment and Capital Outlay,116373,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H3591,"St Aid, Highway Cap Projects",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - TRANSPORTATION,,58360,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H3797,"St Aid-Other Economic Assistance",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - ECONOMIC DEVELOPMENT,,361,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H380,"Accounts Receivable",BALANCE SHEET,CURRENT ASSETS,,,,194319,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H381,"Accrued Interest Receivable",BALANCE SHEET,CURRENT ASSETS,,,,9097,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H391,"Due From Other Funds",BALANCE SHEET,CURRENT ASSETS,,,,1317676,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H395,"Deposits With Other Governments",BALANCE SHEET,CURRENT ASSETS,,,,19030,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H39972,"Other Public Safety, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,MISCELLANEOUS PUBLIC SAFETY,Equipment and Capital Outlay,1810,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H440,"Due From Other Governments",BALANCE SHEET,CURRENT ASSETS,,,,1625,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H4960,"Fed Aid, Emergency Disaster Assistance",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - PUBLIC SAFETY,,2215,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H5031,"Interfund Transfers",STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,OTHER SOURCES,TRANSFERS,,1429250,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H51972,"Highway, Capital Projects",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Equipment and Capital Outlay,973636,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H5730,"Bond Anticipation Notes",STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,PROCEEDS OF DEBT,SALE OF OBLIGATIONS,,0,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H59972,"Other Transportation, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,MISCELLANEOUS TRANSPORTATION,Equipment and Capital Outlay,2644890,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H600,"Accounts Payable",BALANCE SHEET,LIABILITIES,,,,141077,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H605,"Retained Percentages-Contracts Payable",BALANCE SHEET,LIABILITIES,,,,60000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H626,"Bond Anticipation Notes Payable",BALANCE SHEET,LIABILITIES,,,,1000000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H630,"Due To Other Funds",BALANCE SHEET,LIABILITIES,,,,120000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H64972,"Economic Dev, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,ECONOMIC DEVELOPMENT,ECONOMIC DEVELOPMENT ADMINISTRATION,Equipment and Capital Outlay,337151,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H691,"Deferred Inflow of Resources",BALANCE SHEET,DEFERRED INFLOWS,,,,187346,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H71972,"Recreation, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,RECREATION SERVICES,Equipment and Capital Outlay,1291843,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H8012,"Prior Period Adj -Increase In Fund Balance",CHANGE IN EQUITY,INCREASE IN EQUITY,,,,703937,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H8021,"Fund Balance - Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,4351570,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H8022,"Restated Fund Balance - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,5055507,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H8029,"Fund Balance - End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,1258870,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H821,"Reserve For Encumbrances",BALANCE SHEET,EQUITY - RESERVED,,,,707911,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H878,"Capital Reserve",BALANCE SHEET,EQUITY - RESERVED,,,,51692,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H911,"Unreserved Fund Balance Unappropriated",BALANCE SHEET,EQUITY - UNRESERVED,,,,499267,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,H99019,"Transfers, Other Funds",STATEMENT OF EXPENDITURES AND OTHER USES,OTHER USES,OTHER USES,TRANSFERS,Interfund Transfer,120000,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,K101,"Land",BALANCE SHEET,FIXED ASSETS,,,,1421059,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,K102,"Buildings",BALANCE SHEET,FIXED ASSETS,,,,13793214,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,K103,"Improvements Other Than Buildings",BALANCE SHEET,FIXED ASSETS,,,,11111576,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,K104,"Machinery And Equipment",BALANCE SHEET,FIXED ASSETS,,,,9962297,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,K151,"Invest General Fxd Assets-Bonds And Notes",BALANCE SHEET,EQUITY IN FIXED ASSETS,,,,11262864,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,K152,"Invest General Fxd Assets-Current App",BALANCE SHEET,EQUITY IN FIXED ASSETS,,,,10412133,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,K153,"Invest General Fxd Assets-Gifts",BALANCE SHEET,EQUITY IN FIXED ASSETS,,,,314366,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,K156,"Invest General Fxd Assets-State Aid",BALANCE SHEET,EQUITY IN FIXED ASSETS,,,,8190826,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,K157,"Invest General Fxd Assets-Federal Aid",BALANCE SHEET,EQUITY IN FIXED ASSETS,,,,5851393,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,K158,"Invest General Fxd Assets-Other",BALANCE SHEET,EQUITY IN FIXED ASSETS,,,,256564,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TA20,"Group Insurance",BALANCE SHEET,CURRENT LIABILITIES,,,,20867,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TA201,"Cash In Time Deposits",BALANCE SHEET,CURRENT ASSETS,,,,52254,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TA26,"Social Security Tax",BALANCE SHEET,CURRENT LIABILITIES,,,,-616,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TA30,"Guaranty & Bid Deposits",BALANCE SHEET,CURRENT LIABILITIES,,,,5250,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TA391,"Due From Other Funds",BALANCE SHEET,CURRENT ASSETS,,,,10967,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TA40,"Tax Redemptions",BALANCE SHEET,CURRENT LIABILITIES,,,,2191,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TA50,"Foreign Fire Insurance Tax",BALANCE SHEET,CURRENT LIABILITIES,,,,34583,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TA630,"Due To Other Funds",BALANCE SHEET,LIABILITIES,,,,246,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TA85,"Other Funds (specify)",BALANCE SHEET,CURRENT LIABILITIES,,,,700,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TN2799,"Miscellaneous Local Sources",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,3645,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TN452,"Investments In Securities Special Reserves",BALANCE SHEET,CURRENT ASSETS,,,,1070007,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TN8021,"Fund Equity-Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,1066362,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TN8022,"Restated Fund Equity - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,1066362,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TN8029,"Fund Equity End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,1070007,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TN95,"Cemetery Lot, Non-Expendable",BALANCE SHEET,TRUST EQUITY,,,,1070007,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TX230,"Cash Special Reserves",BALANCE SHEET,CURRENT ASSETS,,,,27062,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TX2499,"Use of Money And Property",STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,OTHER SOURCES,MISCELLANEOUS OTHER SOURCES,,329038,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TX39994,"Public Safety",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,MISCELLANEOUS PUBLIC SAFETY,Contractual,39394,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TX452,"Investments In Securities Special Reserves",BALANCE SHEET,CURRENT ASSETS,,,,899150,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TX630,"Due To Other Funds",BALANCE SHEET,LIABILITIES,,,,22094,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TX8012,"Prior Period Adjustments,inc Fund Eqty",CHANGE IN EQUITY,INCREASE IN EQUITY,,,,14117,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TX8021,"Fund Equity Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,714294,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TX8022,"Restated Fund Equity - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,728411,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TX8029,"Fund Equity End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,904118,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TX89994,"Home And Community Service",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,MISCELLANEOUS COMMUNITY SERVICES,Contractual,9857,2023-12-29
1997,070213000000,City of Elmira,City,Chemung,12/31,TX90,"Cemetery Lot, Expendable",BALANCE SHEET,TRUST EQUITY,,,,899150,2023-12-29
