CALENDAR_YEAR,MUNICIPAL_CODE,ENTITY_NAME,CLASS_DESCRIPTION,COUNTY,FISCAL_YEAR_END,ACCOUNT_CODE,ACCOUNT_CODE_NARRATIVE,FINANCIAL_STATEMENT,FINANCIAL_STATEMENT_SEGMENT,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,SNAPSHOT_DATE
1998,140207000000,City of Buffalo,City,Erie,06/30,TN8029,"Fund Equity End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,44000,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,TN96,"Library Trust, Non-Expendable",BALANCE SHEET,TRUST EQUITY,,,,44000,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,TX200,"Cash",BALANCE SHEET,CURRENT ASSETS,,,,80765,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,TX2499,"Use of Money And Property",STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,OTHER SOURCES,MISCELLANEOUS OTHER SOURCES,,4321,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,TX455,"Securities And Mortgages",BALANCE SHEET,CURRENT ASSETS,,,,61088,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,TX79994,"Culture And Recreation",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,MISCELLANEOUS CULTURAL AND RECREATION,Contractual,54,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,TX8021,"Fund Equity Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,137586,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,TX8022,"Restated Fund Equity - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,137586,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,TX8029,"Fund Equity End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,141853,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,TX93,"Other Expendable Trust (spec)",BALANCE SHEET,TRUST EQUITY,,,,141853,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V1001,"Real Property Taxes",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,REAL PROPERTY TAXES AND ASSESSMENTS,REAL PROPERTY TAXES,,19294317,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V200,"Cash",BALANCE SHEET,CURRENT ASSETS,,,,156146,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V223,"Cash With Fiscal Agent",BALANCE SHEET,CURRENT ASSETS,,,,950259,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V2401,"Interest And Earnings",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,3428784,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V2410,"Rental of Real Property, Other Govts",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,RENTAL OF PROPERTY,,245285,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V2770,"Unclassified (specify)",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,434182,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V380,"Accounts Receivable",BALANCE SHEET,CURRENT ASSETS,,,,394584,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V391,"Due From Other Funds",BALANCE SHEET,CURRENT ASSETS,,,,253222,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V440,"Due From Other Governments",BALANCE SHEET,CURRENT ASSETS,,,,23494,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V450,"Investments In Securities",BALANCE SHEET,CURRENT ASSETS,,,,12775000,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V5031,"Interfund Transfers",STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,OTHER SOURCES,TRANSFERS,,1497761,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V5791,"Advanced Refunding Bonds",STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,PROCEEDS OF DEBT,SALE OF OBLIGATIONS,,14000000,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V600,"Accounts Payable",BALANCE SHEET,LIABILITIES,,,,32204,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V629,"Bond Interest And Matured Bonds Payable",BALANCE SHEET,LIABILITIES,,,,950259,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V8021,"Fund Balance - Beginning of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,11198555,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V8022,"Restated Fund Balance - Beg of Year",CHANGE IN EQUITY,BEGINNING BALANCE,,,,11198555,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V8029,"Fund Balance - End of Year",CHANGE IN EQUITY,ENDING BALANCE,,,,13570242,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V884,"Reserve For Debt",BALANCE SHEET,EQUITY - RESERVED,,,,13570242,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V97106,"Debt Principal, Serial Bonds",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,DEBT SERVICE,DEBT PRINCIPAL,Debt Principal,15046583,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V97107,"Debt Interest, Serial Bonds",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,DEBT SERVICE,INTEREST ON DEBT,Debt Interest,7463139,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V99019,"Transfers, Other Funds",STATEMENT OF EXPENDITURES AND OTHER USES,OTHER USES,OTHER USES,TRANSFERS,Interfund Transfer,18920,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,V99914,"Repayments To Esc Agent Adv Ref Bonds",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,,,Contractual,14000000,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,W120,"Amt Available In Debt Service Fund",BALANCE SHEET,PROVISION FOR LONG TERM LIABILITIES,,,,13570242,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,W125,"Amts To Be Prov For Long-Term",BALANCE SHEET,PROVISION FOR LONG TERM LIABILITIES,,,,287546358,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,W628,"Bonds Payable",BALANCE SHEET,LIABILITIES,,,,262171849,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,W631,"Due To Other Governments",BALANCE SHEET,LIABILITIES,,,,14160529,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,W687,"Compensated Absences",BALANCE SHEET,LIABILITIES,,,,17764759,2023-12-29
1998,140207000000,City of Buffalo,City,Erie,06/30,W689,"Other Long Term Debt",BALANCE SHEET,LIABILITIES,,,,7019463,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A1001,"Real Property Taxes",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,REAL PROPERTY TAXES AND ASSESSMENTS,REAL PROPERTY TAXES,,2659565,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A10101,"Legislative Board, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,30624,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A10104,"Legislative Board, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,2793,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A1030,"Special Assessments",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,REAL PROPERTY TAXES AND ASSESSMENTS,SPECIAL ASSESSMENTS,,9000,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A1081,"Other Payments In Lieu of Taxes",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER REAL PROPERTY TAX ITEMS,PAYMENTS IN LIEU OF TAXES,,19687,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A1090,"Interest & Penalties On Real Prop Taxes",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER REAL PROPERTY TAX ITEMS,INTEREST & PENALTIES,,78134,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A1110,"Sales And Use Tax",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,SALES AND USE TAX,SALES TAX,,2588154,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A1130,"Utilities Gross Receipts Tax",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,SALES AND USE TAX,UTILITIES GROSS RECEIPTS TAX,,170949,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A1170,"Franchises",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER NON-PROPERTY TAXES,FRANCHISES,,73721,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A12101,"Mayor, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,5440,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A12104,"Mayor, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,2369,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A1230,"Treasurer Fees",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,3830,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A12301,"Municipal Exec, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,142686,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A12302,"Municipal Exec, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Equipment and Capital Outlay,835,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A12304,"Municipal Exec, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,23706,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A1235,"Charges For Tax Redemption",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,5146,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A1255,"Clerk Fees",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,31501,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A13204,"Auditor, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,6596,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A13251,"Treasurer, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,125755,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A13252,"Treasurer, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Equipment and Capital Outlay,4977,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A13254,"Treasurer, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,19978,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A13551,"Assessment, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,55301,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A13552,"Assessment, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Equipment and Capital Outlay,962,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A13554,"Assessment, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,10613,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A13624,"Tax Advertising, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,5600,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A14101,"Clerk,pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,28377,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A14104,"Clerk,contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,13299,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A14201,"Law, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Personal Services,53045,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A14204,"Law, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,70981,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A14504,"Elections, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ADMINISTRATION,Contractual,9028,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A14901,"Public Works Admin, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,107085,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A14902,"Public Works Admin, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Equipment and Capital Outlay,3758,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A14904,"Public Works Admin, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,21301,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A1520,"Police Fees",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,PUBLIC SAFETY FEES,,3421,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A16201,"Operation of Plant, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,15453,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A16204,"Operation of Plant, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,45677,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A16401,"Central Garage Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Personal Services,116164,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A16402,"Central Garage Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Equipment and Capital Outlay,18183,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A16404,"Central Garage Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,19269,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A16704,"Central Print & Mail Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,14397,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A19104,"Unallocated Insurance, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,120000,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A19204,"Municipal Assn Dues, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,3527,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A19504,"Taxes & Assess On Munic Prop, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,6608,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A19892,"Other General Govt Support, Equip&Cap Out",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Equipment and Capital Outlay,5520,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A19894,"Other General Govt Support, Contract Exp",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,OPERATIONS,Contractual,21506,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A200,"Cash",BALANCE SHEET,CURRENT ASSETS,,,,133192,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2001,"Park And Recreational Charges",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,CULTURE AND RECREATION FEES,,49135,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A201,"Cash In Time Deposits",BALANCE SHEET,CURRENT ASSETS,,,,1245646,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2089,"Other Culture & Recreation Income",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,CULTURE AND RECREATION FEES,,43802,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A210,"Petty Cash",BALANCE SHEET,CURRENT ASSETS,,,,715,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2130,"Refuse & Garbage Charges",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,SANITATION FEES,,28441,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2262,"Fire Protection Services Other Govts",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,PUBLIC SAFETY CHARGES,,260825,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2401,"Interest And Earnings",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,94702,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2410,"Rental of Real Property",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,RENTAL OF PROPERTY,,7780,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2530,"Games of Chance",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,120,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2540,"Bingo Licenses",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,2175,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2544,"Dog Licenses",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,8796,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2545,"Licenses, Other",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,GENERAL GOVERNMENT FEES,,2107,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2555,"Building And Alteration Permits",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES FOR SERVICES,COMMUNITY SERVICES FEES,,31269,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2610,"Fines And Forfeited Bail",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,FINES,,83313,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2665,"Sales of Equipment",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,17566,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2680,"Insurance Recoveries",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,COMPENSATION FOR LOSS,,18787,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2701,"Refunds of Prior Year's Expenditures",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,166,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A2770,"Unclassified (specify)",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,60153,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A300,"Taxes Receivable, Pending",BALANCE SHEET,CURRENT ASSETS,,,,13983,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A3001,"St Aid, Revenue Sharing",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,UNRESTRICTED STATE AID,,571093,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A3005,"St Aid, Mortgage Tax",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,MORTGAGE TAX,,157263,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A3021,"State Aid Court Facilities",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - GENERAL GOVERNMENT,,4137,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A3040,"St Aid, Real Property Tax Administration",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - GENERAL GOVERNMENT,,20377,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A31201,"Police, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,POLICE,Personal Services,1246182,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A31202,"Police, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,POLICE,Equipment and Capital Outlay,3340,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A31204,"Police, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,POLICE,Contractual,391539,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A33101,"Traffic Control, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,POLICE,Personal Services,22664,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A33104,"Traffic Control, Contr Expen",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,POLICE,Contractual,2308,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A3330,"St Aid, Unified Court Budget Sec Costs",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - GENERAL GOVERNMENT,,3385,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A3389,"St Aid, Other Public Safety",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - PUBLIC SAFETY,,10942,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A34101,"Fire, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,FIRE PROTECTION,Personal Services,741877,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A34102,"Fire, Equip & Cap Outlay",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,FIRE PROTECTION,Equipment and Capital Outlay,22289,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A34104,"Fire, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,FIRE PROTECTION,Contractual,194821,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A3501,"St Aid, Consolidated Highway Aid",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - TRANSPORTATION,,123337,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A35104,"Control of Animals, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,MISCELLANEOUS PUBLIC SAFETY,Contractual,9555,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A3589,"St Aid, Other Transportation",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - TRANSPORTATION,,133741,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A36201,"Safety Inspection, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,MISCELLANEOUS PUBLIC SAFETY,Personal Services,79377,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A36204,"Safety Inspection, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,MISCELLANEOUS PUBLIC SAFETY,Contractual,19221,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A380,"Accounts Receivable",BALANCE SHEET,CURRENT ASSETS,,,,48905,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A3820,"St Aid, Youth Programs",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - CULTURE AND RECREATION,,14218,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A389,"Allowance For Receivables (Credit)",BALANCE SHEET,CURRENT ASSETS,,,,-25000,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A391,"Due From Other Funds",BALANCE SHEET,CURRENT ASSETS,,,,414,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A40101,"Public Health, Pers Serv",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,HEALTH,PUBLIC HEALTH ADMINISTRATION,Personal Services,2000,2023-12-29
1998,320208000000,City of Canandaigua,City,Ontario,12/31,A40104,"Public Health, Contr Expend",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,HEALTH,PUBLIC HEALTH ADMINISTRATION,Contractual,153,2023-12-29
